Gene name,ensembl_gene_id,target_id,pval,qval,b,Log2
Acot13,ENSMUSG00000006717,ENSMUST00000006900.6,0.0006173355,0.0489455676,-0.4017470272,-0.5795984438
Hrc,ENSMUSG00000038239,ENSMUST00000085351.6,0.0001119075,0.0122868774,-0.4085401322,-0.5893988227
Mpc2,ENSMUSG00000026568,ENSMUST00000138999.1,0.0001617054,0.0166184876,-0.4106455382,-0.5924362815
Ucp2,ENSMUSG00000033685,ENSMUST00000126534.7,8.03274060629908E-05,0.0092899181,-0.4155368453,-0.5994929461
Atp5e,ENSMUSG00000016252,ENSMUST00000016396.7,6.13882511488928E-05,0.0074995692,-0.4166640135,-0.601119106
Atp5g1,ENSMUSG00000006057,ENSMUST00000107684.1,9.52052621245585E-05,0.0107524922,-0.4170507122,-0.6016769942
Ndrg2,ENSMUSG00000004558,ENSMUST00000004673.14,0.000142061,0.0148939171,-0.4248402501,-0.612914922
Lrrc30,ENSMUSG00000073375,ENSMUST00000097290.2,0.0001268853,0.0136548112,-0.4252151262,-0.6134557539
Ndufa5,ENSMUSG00000023089,ENSMUST00000023851.8,0.0003289421,0.0296588145,-0.4256152619,-0.6140330277
Ndufab1,ENSMUSG00000030869,ENSMUST00000130904.1,0.0002470099,0.0235959774,-0.4260473651,-0.6146564208
Etfb,ENSMUSG00000004610,ENSMUST00000004729.4,4.24858002404714E-05,0.0053562985,-0.4278185777,-0.6172117405
Slc25a12,ENSMUSG00000027010,ENSMUST00000151937.7,7.72731207670031E-05,0.0091066793,-0.4290700172,-0.619017186
Txlnb,ENSMUSG00000039891,ENSMUST00000037964.6,4.71920696382049E-05,0.0059323851,-0.429352218,-0.6194243157
Ppm1l,ENSMUSG00000027784,ENSMUST00000029355.8,0.0001385388,0.014664205,-0.433979843,-0.6261005674
Tigar,ENSMUSG00000038028,ENSMUST00000039913.8,0.0004268399,0.0360148236,-0.4439147848,-0.6404336586
Ndufa11,ENSMUSG00000002379,ENSMUST00000002452.6,1.93164884426599E-05,0.0027111223,-0.4448726988,-0.6418156363
Uqcrq,ENSMUSG00000044894,ENSMUST00000156503.1,0.0002318226,0.0222924898,-0.4539212784,-0.6548699773
Hadh,ENSMUSG00000027984,ENSMUST00000029610.8,9.97720912872869E-06,0.0015289809,-0.4591476934,-0.6624101003
Adssl1,ENSMUSG00000011148,ENSMUST00000021726.7,1.66562794465784E-05,0.0024078873,-0.4608885841,-0.6649216747
Ano5,ENSMUSG00000055489,ENSMUST00000043944.5,0.0001102525,0.0121978062,-0.4630114423,-0.6679843117
Gys1,ENSMUSG00000003865,ENSMUST00000003964.16,0.000007044,0.0011190217,-0.466333347,-0.6727768072
Rcsd1,ENSMUSG00000040723,ENSMUST00000040357.10,9.62341810458501E-05,0.010840468,-0.4686746228,-0.6761545541
Klhl23,ENSMUSG00000042155,ENSMUST00000053087.3,0.0001699419,0.0173009654,-0.4705582753,-0.6788720902
Atp1b1,ENSMUSG00000026576,ENSMUST00000027863.12,0.000011077,0.0016738622,-0.4721759324,-0.6812058761
Mdh1,ENSMUSG00000020321,ENSMUST00000102874.10,6.03597630941884E-05,0.007394753,-0.4750027442,-0.6852841034
Arl3,ENSMUSG00000025035,ENSMUST00000026009.8,8.34355711837821E-05,0.0095961514,-0.4792916689,-0.6914717139
Ndufa8,ENSMUSG00000026895,ENSMUST00000070112.5,2.13780287853859E-06,0.0004077276,-0.4934276466,-0.7118656187
Lrrc39,ENSMUSG00000027961,ENSMUST00000029573.7,5.96117508992972E-05,0.0073494873,-0.4946985685,-0.7136991715
Kif1b,ENSMUSG00000063077,ENSMUST00000030806.5,2.59682106193692E-06,0.0004712198,-0.4989760287,-0.7198702421
Slc25a4,ENSMUSG00000031633,ENSMUST00000034049.4,4.01246335139698E-05,0.0051212609,-0.5024836742,-0.7249307048
Mrpl42,ENSMUSG00000062981,ENSMUST00000218893.1,0.000014064,0.0020536821,-0.5091758045,-0.734585408
Ndufb10,ENSMUSG00000040048,ENSMUST00000045602.8,3.99134677896216E-06,0.0006884614,-0.5093527196,-0.7348406426
Amer1,ENSMUSG00000050332,ENSMUST00000084535.5,0.0001889111,0.0188342187,-0.5097017447,-0.7353441793
Gm10221,ENSMUSG00000067719,ENSMUST00000088299.5,7.89096050744717E-05,0.0092243414,-0.5130529512,-0.7401789484
Rtn4,ENSMUSG00000020458,ENSMUST00000060992.5,1.54454987859369E-06,0.0003003838,-0.5135113839,-0.7408403271
Krt83,ENSMUSG00000067613,ENSMUST00000159029.1,0.000049023,0.0061447368,-0.5158804573,-0.7442581774
Eml1,ENSMUSG00000058070,ENSMUST00000123035.1,0.0001620965,0.0166192995,-0.5164324107,-0.7450544779
Fsd2,ENSMUSG00000038663,ENSMUST00000042318.5,7.63674057187011E-06,0.0012043556,-0.5173329461,-0.7463536758
Pfkm,ENSMUSG00000033065,ENSMUST00000230445.1,3.63564406492345E-06,0.0006383573,-0.5227560027,-0.7541774927
Itgb1bp2,ENSMUSG00000031312,ENSMUST00000033674.5,7.29941239259519E-06,0.0011553585,-0.5238940988,-0.7558194183
Tnnt3,ENSMUSG00000061723,ENSMUST00000105952.9,8.52629088799911E-05,0.0096547444,-0.5240305496,-0.7560162752
Ndufa5,ENSMUSG00000023089,ENSMUST00000141274.1,0.0001841409,0.0184434296,-0.5255107563,-0.758151762
Coq8a,ENSMUSG00000026489,ENSMUST00000170472.7,0.0002042372,0.0200397318,-0.5279001297,-0.7615988992
Pygm,ENSMUSG00000032648,ENSMUST00000139775.1,0.0001112002,0.0122402023,-0.5299890006,-0.7646125029
Pygm,ENSMUSG00000106877,ENSMUST00000201904.1,0.0001112002,0.0122402023,-0.5299890006,-0.7646125029
Wfdc1,ENSMUSG00000023336,ENSMUST00000024107.6,0.0001065071,0.011843859,-0.5342772498,-0.7707991388
Pgam2,ENSMUSG00000020475,ENSMUST00000020768.3,5.15361440462323E-07,0.0001090279,-0.5407116441,-0.7800820076
Kcnj2,ENSMUSG00000041695,ENSMUST00000042970.2,1.67811866748805E-06,0.0003234592,-0.545795772,-0.7874168537
Slc9a2,ENSMUSG00000026062,ENSMUST00000027231.12,0.0004260791,0.0360148236,-0.546182565,-0.7879748779
Synpo2,ENSMUSG00000050315,ENSMUST00000051443.6,1.55398617283693E-07,0.00003604,-0.5469273739,-0.7890494101
Vamp5,ENSMUSG00000073002,ENSMUST00000101285.9,4.02672408042285E-05,0.0051212609,-0.5474106268,-0.7897465965
Vamp5,ENSMUSG00000102671,ENSMUST00000192869.5,4.02672408042285E-05,0.0051212609,-0.5474106268,-0.7897465965
Pitpnc1,ENSMUSG00000040430,ENSMUST00000040380.12,1.1846513885599E-06,0.0002378572,-0.5509967171,-0.7949202313
Kit,ENSMUSG00000005672,ENSMUST00000202167.1,0.0002711699,0.0254553411,-0.5512338307,-0.7952623139
2310002L09Rik,ENSMUSG00000028396,ENSMUST00000030101.3,1.28667693566446E-06,0.000253645,-0.5546312409,-0.8001637408
Gpd1,ENSMUSG00000023019,ENSMUST00000023760.12,0.000023663,0.0032579097,-0.5590377328,-0.8065209648
Slco5a1,ENSMUSG00000025938,ENSMUST00000188454.6,6.32159625746979E-06,0.001019187,-0.5657066431,-0.8161421686
Slc27a1,ENSMUSG00000031808,ENSMUST00000211811.1,9.05335802155956E-07,0.0001843357,-0.5666556002,-0.8175112242
Mylk4,ENSMUSG00000044951,ENSMUST00000057428.11,3.07235383345788E-08,8.12468984166066E-06,-0.5846176156,-0.8434249349
Prkaa2,ENSMUSG00000028518,ENSMUST00000030243.7,1.8144741548171E-07,4.16359415980227E-05,-0.5882555147,-0.8486733139
Ndufs7,ENSMUSG00000020153,ENSMUST00000157063.1,0.0001958582,0.0193130924,-0.5909668213,-0.8525849025
Pkia,ENSMUSG00000027499,ENSMUST00000028999.11,0.000000011,0.000003221,-0.5940544677,-0.8570394346
Art3,ENSMUSG00000034842,ENSMUST00000138003.7,0.000250016,0.0238306499,-0.5942044338,-0.8572557899
Tpi1,ENSMUSG00000023456,ENSMUST00000172132.8,8.06223033550413E-08,1.96433071584539E-05,-0.5978028352,-0.8624471857
Ndufb4,ENSMUSG00000022820,ENSMUST00000023514.3,5.63915827471344E-05,0.0070075832,-0.5979832457,-0.8627074631
Ndufb4,ENSMUSG00000022820,ENSMUST00000023514.3,5.63915827471344E-05,0.0070075832,-0.5979832457,-0.8627074631
Ndufb4,ENSMUSG00000022820,ENSMUST00000023514.3,5.63915827471344E-05,0.0070075832,-0.5979832457,-0.8627074631
Atp2a1,ENSMUSG00000030730,ENSMUST00000146973.1,0.000002008,0.0003853225,-0.6136379652,-0.8852924493
Ndufaf6,ENSMUSG00000050323,ENSMUST00000058183.8,0.0002352599,0.0225729789,-0.6138285363,-0.8855673853
Hrasls,ENSMUSG00000022525,ENSMUST00000089824.10,0.000367036,0.0321575437,-0.6141061758,-0.8859679344
Stard9,ENSMUSG00000033705,ENSMUST00000141917.1,0.0001219044,0.0132503047,-0.6143986016,-0.8863898156
Ndufaf5,ENSMUSG00000027384,ENSMUST00000044825.4,0.000003376,0.000597876,-0.6194996785,-0.8937491141
Lynx1,ENSMUSG00000022594,ENSMUST00000023259.14,2.1740834450401E-05,0.003002797,-0.6299220525,-0.9087854212
Mn1,ENSMUSG00000070576,ENSMUST00000094463.4,5.96184033852966E-06,0.0009720265,-0.6320082244,-0.9117951311
Ckm,ENSMUSG00000030399,ENSMUST00000208079.1,0.0001281689,0.0137588094,-0.6366722742,-0.9185239326
Synm,ENSMUSG00000030554,ENSMUST00000208231.1,2.58689388889992E-08,7.08972779370827E-06,-0.641572588,-0.9255935911
Sh3bgr,ENSMUSG00000040666,ENSMUST00000048770.14,2.09320481387433E-08,5.89481815408545E-06,-0.6443317394,-0.9295742051
Pcnt,ENSMUSG00000001151,ENSMUST00000219011.1,0.0005697056,0.0458795787,-0.6464292596,-0.9326002871
Ndufa5,ENSMUSG00000023089,ENSMUST00000118558.4,2.28263389923403E-06,0.0004226948,-0.6554220822,-0.9455741876
Idh3a,ENSMUSG00000032279,ENSMUST00000167866.1,1.4687163912018E-09,5.01549300551425E-07,-0.6577456449,-0.94892638
Clcn1,ENSMUSG00000029862,ENSMUST00000114684.7,2.18589869746137E-06,0.0004103907,-0.660822268,-0.9533650089
Prickle3,ENSMUSG00000031145,ENSMUST00000129662.2,0.0001809733,0.0182526346,-0.6628883923,-0.9563457962
Kalrn,ENSMUSG00000061751,ENSMUST00000114964.7,0.0001055819,0.0117711568,-0.6684402871,-0.9643554873
Asb10,ENSMUSG00000038204,ENSMUST00000048302.12,2.24319073886411E-07,5.01468758524729E-05,-0.6689159543,-0.96504173
Vegfb,ENSMUSG00000024962,ENSMUST00000130048.7,5.27378635014562E-07,0.0001110286,-0.6707230173,-0.9676487708
Ky,ENSMUSG00000035606,ENSMUST00000039390.5,5.82463078483728E-07,0.000122033,-0.6869048621,-0.9909942381
Mtfp1,ENSMUSG00000004748,ENSMUST00000004868.5,7.25560313518641E-08,1.78188160324593E-05,-0.6909438281,-0.9968212343
Tbc1d4,ENSMUSG00000033083,ENSMUST00000161304.1,0.00000001,2.9658918839078E-06,-0.6937109854,-1.0008133984
Trak1,ENSMUSG00000032536,ENSMUST00000211439.1,4.8492558005374E-07,0.0001041126,-0.6982341099,-1.0073388877
St3gal6,ENSMUSG00000022747,ENSMUST00000114358.8,5.59292834625232E-06,0.000932922,-0.7001089279,-1.0100436784
Chchd10,ENSMUSG00000049422,ENSMUST00000219435.1,2.22138949582876E-11,1.05867517631426E-08,-0.7033373583,-1.0147013189
Mrpl42,ENSMUSG00000062981,ENSMUST00000219019.1,0.0005445292,0.0444465576,-0.7124564416,-1.0278573751
Gmpr,ENSMUSG00000000253,ENSMUST00000000260.12,1.18529210737027E-09,4.11239467236329E-07,-0.7232806048,-1.0434733417
Asb15,ENSMUSG00000029685,ENSMUST00000117688.1,6.45953869801621E-05,0.0077817704,-0.7263698767,-1.0479302189
Perm1,ENSMUSG00000078486,ENSMUST00000105572.2,0.0005106638,0.0421847208,-0.7289803596,-1.0516963498
Slc16a3,ENSMUSG00000025161,ENSMUST00000070653.12,0.0006013485,0.0478529968,-0.7430153929,-1.0719446226
Vegfa,ENSMUSG00000023951,ENSMUST00000024747.13,1.35858835180661E-07,3.20220751247288E-05,-0.747017812,-1.0777188928
Polr3h,ENSMUSG00000022476,ENSMUST00000230066.1,5.98208167014226E-05,0.0073494873,-0.7494800419,-1.0812711397
Pcp4l1,ENSMUSG00000038370,ENSMUST00000111332.1,1.73219925134962E-09,5.82354645982804E-07,-0.754854544,-1.0890249073
Me3,ENSMUSG00000030621,ENSMUST00000032853.8,1.08274253332297E-08,3.19438509712135E-06,-0.7694355712,-1.1100608828
Myoz1,ENSMUSG00000068697,ENSMUST00000090469.7,1.09800975909089E-09,0.000000384,-0.7722905509,-1.1141797479
Idh2,ENSMUSG00000030541,ENSMUST00000107384.9,5.25080154306608E-13,3.03629349494977E-10,-0.7739045111,-1.1165082003
Ppp1r1a,ENSMUSG00000022490,ENSMUST00000023133.7,0.000036627,0.0047701971,-0.7808020217,-1.1264592046
Cldn19,ENSMUSG00000066058,ENSMUST00000094823.3,1.18956421707915E-05,0.001766788,-0.7820697348,-1.1282881281
Dusp7,ENSMUSG00000053716,ENSMUST00000193878.1,0.0006065778,0.0481807229,-0.7847313075,-1.1321279657
Trdn,ENSMUSG00000019787,ENSMUST00000219211.1,6.51096460890791E-05,0.0078219951,-0.7888036545,-1.1380031206
Cpt2,ENSMUSG00000028607,ENSMUST00000106720.8,0.0003406571,0.0304617716,-0.7910794607,-1.1412864149
Grb14,ENSMUSG00000026888,ENSMUST00000149193.7,0.0005609303,0.0453861705,-0.7972160758,-1.150139679
Nr4a1,ENSMUSG00000023034,ENSMUST00000023779.7,0.0002899364,0.0267401087,-0.8035138598,-1.1592254608
Ufsp1,ENSMUSG00000051502,ENSMUST00000052825.6,4.97541357876918E-08,1.26186380992772E-05,-0.8104239116,-1.1691945583
Pllp,ENSMUSG00000031775,ENSMUST00000034227.5,0.0001727297,0.0174618027,-0.8109334915,-1.1699297266
Asb12,ENSMUSG00000031204,ENSMUST00000033549.2,0.0003469332,0.0307064232,-0.8114988271,-1.1707453336
Rbck1,ENSMUSG00000027466,ENSMUST00000130165.7,0.0001888175,0.0188342187,-0.816900164,-1.1785378155
Fn3k,ENSMUSG00000025175,ENSMUST00000026175.8,0.0001354079,0.01441065,-0.8170916382,-1.1788140544
Mpz,ENSMUSG00000056569,ENSMUST00000070758.9,0.0002233175,0.0215702804,-0.8346961645,-1.2042120171
Eno3,ENSMUSG00000060600,ENSMUST00000108548.7,0.0004211139,0.0357885198,-0.8439176924,-1.2175158698
Tcea3,ENSMUSG00000001604,ENSMUST00000102533.10,9.32436381608851E-15,7.77669873730659E-12,-0.8488191759,-1.2245872156
Ldhb,ENSMUSG00000030246,ENSMUST00000130817.2,0.0003637075,0.0319951964,-0.8528033296,-1.2303351344
Rxrg,ENSMUSG00000015843,ENSMUST00000111380.1,1.29114636169642E-05,0.0019046165,-0.8608427028,-1.2419334983
Abcb4,ENSMUSG00000042476,ENSMUST00000003717.12,2.21580793469971E-08,6.19983060128978E-06,-0.866342245,-1.2498676605
Ckm,ENSMUSG00000030399,ENSMUST00000208710.1,6.09834424115108E-07,0.000126545,-0.8676600446,-1.2517688435
Art3,ENSMUSG00000034842,ENSMUST00000128246.7,2.19409080432997E-07,4.95601687984304E-05,-0.8694926477,-1.2544127309
Mdga1,ENSMUSG00000043557,ENSMUST00000073556.11,5.64007720305046E-06,0.0009339813,-0.8903650472,-1.2845252381
Kcnc1,ENSMUSG00000058975,ENSMUST00000025202.7,1.10118811100089E-10,4.72845813722749E-08,-0.8904697646,-1.2846763135
Tmem233,ENSMUSG00000079278,ENSMUST00000111997.1,1.52186164782239E-07,3.56765501645455E-05,-0.89558091,-1.2920501376
Adamtsl4,ENSMUSG00000015850,ENSMUST00000015994.3,1.08439282012228E-11,5.40563588688313E-09,-0.8983429257,-1.2960348839
Asb14,ENSMUSG00000021898,ENSMUST00000165305.2,0.0004199273,0.0357885198,-0.898784825,-1.2966724099
Asb14,ENSMUSG00000116208,ENSMUST00000229917.1,0.0004199273,0.0357885198,-0.898784825,-1.2966724099
Ckmt2,ENSMUSG00000021622,ENSMUST00000022122.3,1.57971519077884E-14,1.26871607609051E-11,-0.9015031926,-1.3005941853
Eepd1,ENSMUSG00000036611,ENSMUST00000040677.5,2.7127176865229E-11,1.27878101463925E-08,-0.9063963757,-1.3076535563
Phkg1,ENSMUSG00000025537,ENSMUST00000200832.1,2.96939410418802E-10,1.19240419356047E-07,-0.9088460142,-1.3111876375
Eno3,ENSMUSG00000060600,ENSMUST00000072841.11,6.34163571268203E-07,0.0001309669,-0.9146564784,-1.3195703656
Mgst3,ENSMUSG00000026688,ENSMUST00000028005.2,3.9038644944163E-18,5.13050603813153E-15,-0.9164995485,-1.3222293536
Camk2a,ENSMUSG00000024617,ENSMUST00000102888.9,2.29042127444276E-06,0.0004226948,-0.9234639238,-1.3322768234
Scn4b,ENSMUSG00000046480,ENSMUST00000060125.6,0.000000026,7.08972779370827E-06,-0.9292326993,-1.3405994071
Ptp4a3,ENSMUSG00000059895,ENSMUST00000230177.1,7.15935979105682E-19,1.00159443476885E-15,-0.9374391149,-1.3524387622
Carns1,ENSMUSG00000075289,ENSMUST00000167055.1,6.39504172709157E-11,2.80896151046994E-08,-0.9382010607,-1.3535380176
Carns1,ENSMUSG00000097064,ENSMUST00000181869.2,6.39504172709157E-11,2.80896151046994E-08,-0.9382010607,-1.3535380176
2310002L09Rik,ENSMUSG00000028396,ENSMUST00000095023.1,1.99225536068794E-12,1.08002653422094E-09,-0.9466969497,-1.3657949946
Cox7a1,ENSMUSG00000074218,ENSMUST00000098594.3,1.65245573382977E-13,1.11977113625724E-10,-0.961896056,-1.3877226698
Art3,ENSMUSG00000034842,ENSMUST00000126281.7,2.69314344640548E-15,2.48508378993956E-12,-0.9691019923,-1.3981186384
Ckm,ENSMUSG00000030399,ENSMUST00000003643.2,7.86555954070059E-07,0.0001616689,-0.9725448278,-1.4030856002
Smtnl1,ENSMUSG00000027077,ENSMUST00000028471.5,2.21820074045721E-06,0.0004146601,-0.9884985169,-1.4261019082
Adssl1,ENSMUSG00000011148,ENSMUST00000180015.8,0.000000001,3.67056944439413E-07,-1.0140370298,-1.4629461942
Klhl38,ENSMUSG00000022357,ENSMUST00000022985.1,2.65943988982819E-05,0.003604289,-1.0161760051,-1.4660320832
Klhl38,ENSMUSG00000116332,ENSMUST00000230718.1,2.65943988982819E-05,0.003604289,-1.0161760051,-1.4660320832
Dusp15,ENSMUSG00000042662,ENSMUST00000123121.8,0.000117198,0.0127707588,-1.0603613987,-1.5297781314
Phkg1,ENSMUSG00000025537,ENSMUST00000026617.12,2.4451838609406E-23,4.07866072558204E-20,-1.0816295344,-1.5604615654
Fhl3,ENSMUSG00000032643,ENSMUST00000038684.5,2.24312795758944E-23,3.89128865570786E-20,-1.1020629724,-1.589940785
Phkg1,ENSMUSG00000025537,ENSMUST00000154495.1,4.37254689834301E-07,9.43447693702677E-05,-1.1033664108,-1.5918212491
Rpl3l,ENSMUSG00000002500,ENSMUST00000170239.8,3.74254088348084E-13,2.19338183210379E-10,-1.1185453863,-1.6137198819
Slc41a3,ENSMUSG00000030089,ENSMUST00000032177.9,1.1543120168178E-07,2.76582087609786E-05,-1.1188923026,-1.6142203763
Nrep,ENSMUSG00000042834,ENSMUST00000171533.7,2.10535781985482E-19,3.04357544297613E-16,-1.1265262013,-1.625233764
Mylk2,ENSMUSG00000027470,ENSMUST00000028970.7,6.02760351273934E-07,0.0001256784,-1.1293785543,-1.6293488396
Aqp4,ENSMUSG00000024411,ENSMUST00000079081.6,2.25797310050745E-13,1.46158261784937E-10,-1.2053450558,-1.7389453346
Kcnc1,ENSMUSG00000058975,ENSMUST00000160433.2,1.60728248058644E-06,0.0003111885,-1.2426325481,-1.7927398148
Asb11,ENSMUSG00000031382,ENSMUST00000036858.10,7.46616015477217E-05,0.0088712301,-1.2717664968,-1.8347712181
Ppp1r1a,ENSMUSG00000022490,ENSMUST00000228813.1,5.38170162388963E-08,1.3560524476662E-05,-1.2720147096,-1.8351293134
Cox7a1,ENSMUSG00000074218,ENSMUST00000208441.1,4.02501524267963E-08,1.03905289321293E-05,-1.3133905915,-1.8948220932
Kbtbd13,ENSMUSG00000054978,ENSMUST00000068307.3,6.15915661261526E-10,2.29120887286838E-07,-1.3254294895,-1.9121905516
Lrrc38,ENSMUSG00000028584,ENSMUST00000052458.2,6.65033239595941E-10,2.42368290487701E-07,-1.3296144233,-1.9182281348
Lrrc38,ENSMUSG00000097351,ENSMUST00000181564.2,6.65033239595941E-10,2.42368290487701E-07,-1.3296144233,-1.9182281348
Klhl33,ENSMUSG00000090799,ENSMUST00000227271.1,2.77208058922725E-14,2.10916426445959E-11,-1.3510706081,-1.9491828663
Riiad1,ENSMUSG00000028139,ENSMUST00000029785.3,1.71567200296269E-05,0.0024573149,-1.3615115434,-1.9642459518
Ramp1,ENSMUSG00000034353,ENSMUST00000097648.5,3.53702492473744E-32,1.27831028300782E-28,-1.3804369405,-1.9915495283
Smco1,ENSMUSG00000046345,ENSMUST00000093183.3,0.000000009,2.68336785732776E-06,-1.3847399208,-1.9977574166
Cmbl,ENSMUSG00000022235,ENSMUST00000070918.13,9.60302067221399E-19,1.3014793860414E-15,-1.3883227511,-2.0029263482
Hhatl,ENSMUSG00000032523,ENSMUST00000163981.2,1.16081227750389E-14,9.49872974774834E-12,-1.3906852579,-2.0063347251
Actc1,ENSMUSG00000068614,ENSMUST00000090269.6,6.34396887651161E-05,0.0076852398,-1.3948288839,-2.0123127137
Chrna4,ENSMUSG00000027577,ENSMUST00000067120.13,2.16889444801142E-06,0.0004101154,-1.3970224302,-2.015477332
Sec14l5,ENSMUSG00000091712,ENSMUST00000230616.1,4.15789795113492E-14,3.10903234901328E-11,-1.4026655335,-2.0236186092
Kcna7,ENSMUSG00000038201,ENSMUST00000107774.2,3.42830871215965E-17,4.13006445937922E-14,-1.4317893924,-2.0656354559
Mlf1,ENSMUSG00000048416,ENSMUST00000061322.9,4.02048193082424E-15,3.63258918453993E-12,-1.4362250076,-2.072034696
Lrrc52,ENSMUSG00000040485,ENSMUST00000036643.5,5.28949592455647E-06,0.0008857149,-1.5474635069,-2.2325179274
Apobec2,ENSMUSG00000040694,ENSMUST00000046549.3,1.72222814067558E-26,4.39360660193877E-23,-1.5608006245,-2.2517593208
Apobec2,ENSMUSG00000116086,ENSMUST00000229603.1,1.72222814067558E-26,4.39360660193877E-23,-1.5608006245,-2.2517593208
Snai3,ENSMUSG00000006587,ENSMUST00000006762.6,3.61606061736859E-12,1.88945702306817E-09,-1.5851574051,-2.2868987273
Stum,ENSMUSG00000053963,ENSMUST00000136521.1,4.41596752120813E-08,1.12656526721927E-05,-1.6698615126,-2.4091009232
Rpl3l,ENSMUSG00000002500,ENSMUST00000045186.10,3.73223952625309E-06,0.0006526754,-1.7040959009,-2.4584907054
Lrrc14b,ENSMUSG00000021579,ENSMUST00000022064.4,1.87796175369765E-14,1.48082405992934E-11,-1.7048826099,-2.4596256865
Dhrs7c,ENSMUSG00000033044,ENSMUST00000168612.7,5.46737066509435E-48,7.90381327914923E-44,-1.7291199503,-2.4945927774
Cntnap2,ENSMUSG00000039419,ENSMUST00000060839.7,0.0002544402,0.0240934835,-1.8926345133,-2.7304944266
Sln,ENSMUSG00000042045,ENSMUST00000048485.6,2.17794479943949E-12,1.16611466675174E-09,-2.0578557176,-2.9688582387
Rp1,ENSMUSG00000025900,ENSMUST00000208660.1,0.0004909184,0.0408649563,-2.398085429,-3.4597059561
Mybphl,ENSMUSG00000068745,ENSMUST00000090563.6,0.0001419462,0.0148939171,-2.6489170756,-3.8215795287
Nelfe,ENSMUSG00000024369,ENSMUST00000097343.10,0.0003653904,0.0320781707,-3.9518003528,-5.7012427716
Mapk10,ENSMUSG00000046709,ENSMUST00000112848.7,0.0004092493,0.0353560442,-4.1419684293,-5.9755973125
Tcea2,ENSMUSG00000059540,ENSMUST00000129745.7,0.0005702021,0.0458795787,-4.3355476947,-6.2548731587
Celf2,ENSMUSG00000002107,ENSMUST00000100429.10,0.0004835026,0.0404027452,-4.3587825578,-6.2883939805
Casq2,ENSMUSG00000027861,ENSMUST00000165540.8,9.97099281208347E-05,0.0111739532,-4.7473475468,-6.8489747632
Bpifa2,ENSMUSG00000042459,ENSMUST00000048103.8,2.68312718522284E-12,1.41907979141377E-09,-4.8783081166,-7.0379109278
Otud7b,ENSMUSG00000038495,ENSMUST00000035519.11,5.97792548064509E-05,0.0073494873,-5.0392405641,-7.2700873716
Dnase2a,ENSMUSG00000003812,ENSMUST00000109744.7,8.25793140346685E-05,0.0095249528,-5.0440557447,-7.2770342088
Plcd4,ENSMUSG00000026173,ENSMUST00000113747.7,3.79134599320299E-10,1.49478985799291E-07,-5.0516824449,-7.2880372114
Eya2,ENSMUSG00000017897,ENSMUST00000088132.12,0.0006284502,0.0495550131,-5.0583038434,-7.2975898702
Kif20a,ENSMUSG00000003779,ENSMUST00000166044.1,0.0004151186,0.0356500579,-5.1799537991,-7.473093658
Klk6,ENSMUSG00000050063,ENSMUST00000107966.9,0.0001928987,0.0191634613,-5.1885226584,-7.4854559088
Arhgap11a,ENSMUSG00000041219,ENSMUST00000102545.7,1.6834220777729E-05,0.002425526,-5.2524336163,-7.5776599309
Fgf1,ENSMUSG00000036585,ENSMUST00000131348.7,4.57674384458776E-06,0.0007836386,-5.2858918543,-7.6259299649
Abraxas2,ENSMUSG00000030965,ENSMUST00000129552.1,8.44024229150414E-05,0.0095961514,-5.5615126374,-8.0235667019
